ProviderName,SpecialtyName,startHour,endHour,Cost,City,status,error
WilliamDennis,em emh,8,16,63,cincinnati,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (82, 4, 68, 117). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
JuachiMbah,nurs practition,9,16,44,highlandtown nbaltimor,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (83, 4, 69, 108). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
AnitaTamirisa,obstetr and gynecolog,10,16,36,belfast nswanvill nwaldo,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (84, 4, 57, 118). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
HarveyLevin,specialist general surgeri,8,14,23,dyer,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (85, 4, 70, 119). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
CeliaManahan,specialist ophthalmolog,9,16,52,papillion,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (86, 4, 71, 120). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
KarolinaWelber,nurs anesthetist,10,16,60,newark nironbound,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (87, 4, 72, 121). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
KarolinaWelber,nurs practition,10,14,27,newark nironbound,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (87, 4, 72, 108). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
GloriaPerna,medic practition chiropractor,9,16,39,matawan naberdeen nstrathmor,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (89, 4, 73, 122). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
AndreaCarter,specialist obstetr gynecolog,9,16,55,hattiesburg,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (90, 4, 74, 115). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
RobertWells,ge im,8,16,31,tulsa,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (91, 4, 75, 123). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
WilliamRobey,primari care physician famili medicin,9,15,43,phoenix,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (92, 4, 43, 124). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
IreneBettinger,pain manag,9,14,33,kansa citi,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (93, 4, 76, 125). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
Stephanie Kapfer,pediatr surgeri surgeri,9,15,32,newport news,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (94, 4, 77, 126). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
RossHeller,emerg medicin,8,16,53,saint loui,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (95, 4, 78, 80). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
Amanda Ganem,cardiovascular diseas,8,16,21,west harrison neast white plain nw harrison nwestchest counti airport nwhite plain,False,"[42000] [Microsoft][ODBC SQL Server Driver][SQL Server]String or binary data would be truncated in table 'PotatoDataMartv1.dbo.LocationDim', column 'City'. Truncated value: 'west harrison neast white plain nw harrison nwestc'. (2628) (SQLExecDirectW); [42000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
Kelsey Torgerson,clinic social work,10,16,55,saint loui ncrestwood nsappington,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (97, 4, 80, 127). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
BRENDAKLUHERZ,specialist obstetr gynecolog,10,16,33,lafayett,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (98, 4, 81, 115). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
ShahidLatif,bodi imag,8,15,44,sun citi,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (99, 4, 82, 128). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
BrianMoon,em emh,8,15,57,cambridg nclaysvill,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (100, 4, 83, 117). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
SusanPark,diagnost radiolog,8,14,33,dalla,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (101, 4, 31, 95). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
JaniceBrenneman,hospit base physician radiolog,10,16,39,littleton nhghlnds ranch nhighland ranch nlone tree nlonetre,False,"[42000] [Microsoft][ODBC SQL Server Driver][SQL Server]String or binary data would be truncated in table 'PotatoDataMartv1.dbo.LocationDim', column 'City'. Truncated value: 'littleton nhghlnds ranch nhighland ranch nlone tre'. (2628) (SQLExecDirectW); [42000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
VivianLo,hospit base physician emerg room,9,15,63,cincinnati,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (103, 4, 68, 130). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
ArieDosoretz,specialist radiat oncolog,8,14,56,fort myer nft myer ntice,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (104, 4, 85, 131). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
Jen FongShen,hospit base physician radiolog,9,14,69,new york nmanhattan nnyc,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (105, 4, 86, 129). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
DharaPatel,intern medicin,10,14,37,bay citi,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (106, 4, 87, 73). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
JenniferMcintosh,nurs practition,10,14,60,arlington,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (107, 4, 88, 108). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
BetsyZeh,physic therapi,10,14,66,mesa,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (108, 4, 89, 99). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
LynnMarch,substanc abus,10,16,44,grand rapid,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (109, 4, 90, 132). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
SundeepBhatia,cardiovascular diseas,10,14,24,pasadena,False,"[23000] [Microsoft][ODBC SQL Server Driver][SQL Server]Violation of PRIMARY KEY constraint 'PK_CostFact'. Cannot insert duplicate key in object 'dbo.CostFact'. The duplicate key value is (110, 4, 91, 89). (2627) (SQLExecDirectW); [23000] [Microsoft][ODBC SQL Server Driver][SQL Server]The statement has been terminated. (3621)"
